Name,Address,Rating
Skinniest House In America,"708 Gladys Ave, Long Beach, CA 90804, United States",4.7
Colorado Lagoon,"5059 E Colorado St, Long Beach, CA 90814, United States",4.6
Bluff Park,"2500 E Ocean Blvd, Long Beach, CA 90803, United States",4.6
LA Waterfront,"600 E 5th St, San Pedro, CA 90731, United States",4.5
Marine Stadium,"5255 E Paoli Way, Long Beach, CA 90803, United States",4.6
Bixby Park,"130 Cherry Ave, Long Beach, CA 90802, United States",4.5
Discovery Well Park,"2200 Temple Ave, Signal Hill, CA 90755, United States",4.6
Junipero Beach,"20 S 13th Pl, Long Beach, CA 90802, United States",4.6
Jenni Rivera Memorial Park,"2001 Walnut Ave, Long Beach, CA 90806, United States",4.5
Columbia Memorial Space Center,"12400 Columbia Way, Downey, CA 90242, United States",4.6
Wilderness Park,"10999 Little Lake Rd, Downey, CA 90241, United States",4.5
Downey Historical Society,"12540 Rives Ave, Downey, CA 90242, United States",4.3
Dennis the Menace Park,"9125 Arrington Ave, Downey, CA 90240, United States",4.6
Rio San Gabriel Park,"9612 Ardine St, Downey, CA 90241, United States",4.4
Golden Park,"8840 Golden Ave, Downey, CA 90242, United States",4.5
Apollo Park,"12544 Rives Ave, Downey, CA 90242, United States",4.4
Golf N' Stuff,"10555 Firestone Blvd, Norwalk, CA 90650, United States",4.5
Hay Tree,"16464 Paramount Blvd, Paramount, CA 90723, United States",4.5
Independence Park,"12334 Bellflower Blvd, Downey, CA 90242, United States",4.4
Griffith Park,"Los Angeles, CA 90027, United States",4.7
Park,"12126 Woodruff Ave, Downey, CA 90241, United States",5
Furman Park,"10419 Rives Ave, Downey, CA 90241, United States",4.6
Rancho Los Cerritos,"4600 Virginia Rd, Long Beach, CA 90807, United States",4.8
Bronson Caves,"3200 Canyon Dr, Los Angeles, CA 90068, United States",4.5
Progress Park,"15500 Downey Ave, Paramount, CA 90723, United States",4.5
Brookshire Children's Park,"12520 Brookshire Ave, Downey, CA 90242, United States",4.3
Guinness World Records Museum,"6764 Hollywood Blvd, Los Angeles, CA 90028, United States",3.8
Aquarium of the Pacific,"100 Aquarium Way, Long Beach, CA 90802, United States",4.6
El Dorado Nature Center,"7550 E Spring St, Long Beach, CA 90815, United States",4.8
Natural History Museum of Los Angeles County,"900 Exposition Blvd, Los Angeles, CA 90007, United States",4.8
California Science Center,"700 Exposition Park Dr, Los Angeles, CA 90037, United States",4.7
Universal Studios Hollywood,"100 Universal City Plaza, Universal City, CA 91608, United States",4.6
Griffith Park,"Los Angeles, CA 90027, United States",4.7
Los Angeles County Museum of Art,"5905 Wilshire Blvd, Los Angeles, CA 90036, United States",4.6
World of Illusions Los Angeles,"6751 Hollywood Blvd, Los Angeles, CA 90028, United States",4.1
Universal CityWalk Hollywood,"100 Universal City Plaza, Universal City, CA 91608, United States",4.6
Paramount Pictures Studio Tour,"5515 Melrose Ave, Los Angeles, CA 90038, United States",4.5
Runyon Canyon Park,"2000 N Fuller Ave, Los Angeles, CA 90046, United States",4.8
Del Rey Lagoon,"6660 Esplanade Place, Playa Del Rey, CA 90293, United States",4.5
"Vista Hermosa Natural Park, Mountains Recreation & Conservation Authority","100 N Toluca St, Los Angeles, CA 90026, United States",4.7
Bronson Caves,"3200 Canyon Dr, Los Angeles, CA 90068, United States",4.5
The Broad,"221 S Grand Ave, Los Angeles, CA 90012, United States",4.7
Kenneth Hahn View Point,"Los Angeles, CA 90008, United States",4.9
Space Shuttle Endeavour,"700 Exposition Park Dr, Los Angeles, CA 90037, United States",4.9
Los Angeles State Historic Park,"1245 N Spring St, Los Angeles, CA 90012, United States",4.6
Griffith Observatory,"2800 E Observatory Rd, Los Angeles, CA 90027, United States",4.7
Fisherman's Village,"13755 Fiji Way, Marina Del Rey, CA 90292, United States",4.4
Beverly Gardens Park,"9439 Santa Monica Blvd, Beverly Hills, CA 90210, United States",4.6
Discovery Cube Los Angeles,"11800 Foothill Blvd, Sylmar, CA 91342, United States",4.4
Warner Bros. Studio Tour Hollywood,"3400 Warner Blvd, Burbank, CA 91505, United States",4.5
Gordon R Howard Museum,"115 N Lomita St, Burbank, CA 91506, United States",5
Warner Bros. Water Tower,"3517 Warner Blvd, Burbank, CA 91505, United States",4.6
Batman: Hush Statue,"109 Palm Ave, Burbank, CA 91502, United States",4.8
Johnny Carson Park,"400 Bob Hope Dr, Burbank, CA 91505, United States",4.6
The Wonder Years House,"Wonder Years, 516 University Ave, Burbank, CA 91504, United States",4.8
The Mystic Museum,"3204 W Magnolia Blvd, Burbank, CA 91505, United States",4.6
Visit Burbank,"150 N 3rd St, Burbank, CA 91502, United States",0
Stough Canyon Park,"1335 Lockheed View Dr, Burbank, CA 91504, United States",4.6
Burbank Christmas Tree,"6M4Q+39, Burbank, CA 91504, United States",5
Stough Canyon Nature Center,"2300 E Walnut Ave, Burbank, CA 91504, United States",4.7
Bronson Caves,"3200 Canyon Dr, Los Angeles, CA 90068, United States",4.5
Willie Mann Memorial Chair,"Wildwood Peak Rd, Burbank, CA 91501, United States",4.8
Abraham Lincoln Park,"300 N Buena Vista St, Burbank, CA 91505, United States",4.6
Griffith Park,"Los Angeles, CA 90027, United States",4.7
Martial Arts History Museum,"201 N Brand Blvd Ste B100, Glendale, CA 91203, United States",4.8
Old Los Angeles Zoo,"4801 Griffith Park Dr, Los Angeles, CA 90027, United States",4.6
Paramount Pictures Studio Tour,"5515 Melrose Ave, Los Angeles, CA 90038, United States",4.5
Raptor Encounter,"12 Upper and Lower Lot Path, North Hollywood, CA 91602, United States",4.6
Guinness World Records Museum,"6764 Hollywood Blvd, Los Angeles, CA 90028, United States",3.8
Placerita Canyon Nature Center,"19152 Placerita Canyon Rd, Newhall, CA 91321, United States",4.8
Todd Longshore Park,"28151 Whites Canyon Rd, Santa Clarita, CA 91351, United States",4.7
Discovery Park,"27555 Canyon View Dr, Santa Clarita, CA 91351, United States",4.5
Canyon Country Park,"17615 Soledad Canyon Rd, Santa Clarita, CA 91387, United States",4.7
Hart Park,"24151 Newhall Ave, Santa Clarita, CA 91321, United States",4.6
Mountasia Family Fun Center,"21516 Golden Triangle Rd, Santa Clarita, CA 91350, United States",4.2
Walk of Western Stars,"23920 Valencia Blvd, Santa Clarita, CA 91355, United States",5
Golden Valley Park,"27227 Five Knolls Dr, Santa Clarita, CA 91350, United States",4.6
Summit Park,"26125 McBean Pkwy, Santa Clarita, CA 91355, United States",4.7
West Creek Park,"24247 Village Cir Dr, Valencia, CA 91354, United States",4.6
Tesoro Adobe Historic Park,"29350 Avenida Rancho Tesoro, Valencia, CA 91354, United States",4.5
Central Park,"27150 Bouquet Canyon Rd, Santa Clarita, CA 91350, United States",4.7
Valencia Heritage Park,"24155 Newhall Ranch Rd, Santa Clarita, CA 91355, United States",4.6
Bridgeport Park,"23521 Bridgeport Ln, Santa Clarita, CA 91355, United States",4.6
Copper Hill Park,"21230 Copper Hill Dr, Santa Clarita, CA 91390, United States",4.6
North Oaks Park,"27824 Camp Plenty Rd, Santa Clarita, CA 91351, United States",4.4
Circle J Ranch Park,"22651 Vía Princessa, Santa Clarita, CA 91350, United States",4.5
Gibbon Conservation Center,"19100 Esguerra Rd, Santa Clarita, CA 91390, United States",4.7
Old Orchard Park,"25023 Ave Rotella, Santa Clarita, CA 91355, United States",4.4
Pacific Crest Park,"29051 Garnet Canyon Dr, Santa Clarita, CA 91390, United States",4.6
Center of the Universe,"1 S Boston Ave, Tulsa, OK 74103, United States",4.4
The Dallas World Aquarium,"1801 N Griffin St, Dallas, TX 75202, United States",4.4
The Keeper of the Plains,"339 Veterans Pkwy, Wichita, KS 67203, United States",4.8
Route 66 Mural Park,"629-621 S Main St, Joplin, MO 64801, United States",4.4
Exploration Place,"300 N McLean Blvd, Wichita, KS 67203, United States",4.7
Oklahoma Aquarium,"300 Aquarium Dr, Jenks, OK 74037, United States",4.6
Coronado Heights Castle,"Walking Trail, Falun, KS 67442, United States",4.7
Ed Galloway's Totem Pole Park,"21300 OK-28 A, Chelsea, OK 74016, United States",4.4
Forest Park,"5595 Grand Dr, St. Louis, MO 63112, United States",4.8
The Dallas Arboretum and Botanical Garden,"8525 Garland Rd, Dallas, TX 75218, United States",4.7
Woolaroc Museum & Wildlife Preserve,"1925 Woolaroc Ranch Rd, Bartlesville, OK 74002, United States",4.8
Bluff Dwellers Cave,"163 Cave Rd, Noel, MO 64854, United States",4.9
Klyde Warren Park,"2012 Woodall Rodgers Fwy, Dallas, TX 75201, United States",4.7
Eastern Trails Museum,"215 W Illinois Ave, Vinita, OK 74301, United States",4.7
Old Town Square,"E 2nd St N, Wichita, KS 67213, United States",4.5
Guthrie Green,"111 Reconciliation Way, Tulsa, OK 74103, United States",4.7
Pfister Park,"N Cline Rd, Coffeyville, KS 67337, United States",4.4
Museum of World Treasures,"835 E 1st St N, Wichita, KS 67202, United States",4.6
Crystal Bridges Museum of American Art,"600 Museum Way, Bentonville, AR 72712, United States",4.8
Tulsa Air and Space Museum & Planetarium,"3624 N 74th E Ave, Tulsa, OK 74115, United States",4.3
Granada Park,"2000 W Hellman Ave, Alhambra, CA 91803, United States",4.6
Almansor Park,"800 S Almansor St, Alhambra, CA 91801, United States",4.6
Alhambra Park,"500 N Palm Ave, Alhambra, CA 91801, United States",4.6
Burke Heritage Park & Alhambra Historical Society Museum,"1550 Alhambra Rd, Alhambra, CA 91801, United States",4.6
Alhambra Historical Society Museum,"1550 Alhambra Rd, Alhambra, CA 91801, United States",4.4
Gateway Plaza Park,"1405 Fremont Ave, Alhambra, CA 91803, United States",4.1
Emery Park,"2709 Mimosa St, Alhambra, CA 91803, United States",4.4
Old Pasadena,"23 E Colorado Blvd Ste 200, Pasadena, CA 91105, United States",4.6
Death Valley,"1322 S Primrose Ave, Alhambra, CA 91803, United States",0
City of Alhambra Veterans Memorial,"2152-2198 Alhambra Rd, Alhambra, CA 91801, United States",4.6
丁胖子广场,"116 N Garfield Ave, Monterey Park, CA 91754, United States",4
Lacy Park,"1485 Virginia Rd, San Marino, CA 91108, United States",4.7
Movie Picnic Night,"500 N Palm Ave, Alhambra, CA 91801, United States",4.6
Garfield Park,"1000 Park Ave, South Pasadena, CA 91030, United States",4.7
Pine Tree Park,"2167 Arriba Dr, Monterey Park, CA 91754, United States",4.2
USC Pacific Asia Museum,"46 N Los Robles Ave, Pasadena, CA 91101, United States",4.5
Elephant Hill Open Space,"4403 Pueblo Ave, Los Angeles, CA 90032, United States",4.4
Story Park,"210 N Chapel Ave, Alhambra, CA 91801, United States",4.4
Vincent Price Art Museum,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754, United States",4.6
Natural History Museum of Los Angeles County,"900 Exposition Blvd, Los Angeles, CA 90007, United States",4.8
Torrance Art Museum,"3320 Civic Center Dr, Torrance, CA 90503, United States",4.5
Madrona Marsh Preserve and Nature Center,"3201 Plaza del Amo, Torrance, CA 90503, United States",4.6
Charles H. Wilson Park,"2200 Crenshaw Blvd, Torrance, CA 90501, United States",4.6
Torrance Park,"2001 Santa Fe Ave, Torrance, CA 90501, United States",4.3
Torrance Historical Society,"1345 Post Ave, Torrance, CA 90501, United States",4.7
Western Museum of Flight,"3315 Airport Dr, Torrance, CA 90505, United States",4.7
Miramar Park,"201 Paseo De La Playa, Redondo Beach, CA 90277, United States",4.7
Los Arboles Rocketship Park,"5101 Cll De Ricardo, Torrance, CA 90505, United States",4.7
Columbia Park,"4045 190th St, Torrance, CA 90504, United States",4.5
Delthorne Park,"3401 Spencer St, Torrance, CA 90503, United States",4.5
City of Torrance Guenser Park,"17800 Gramercy Pl, Torrance, CA 90504, United States",4.5
Christmas lights Torrance,"23222 Doris Way, Torrance, CA 90505, United States",4.7
El Prado Park,"1563-1599 Arlington Ave, Torrance, CA 90501, United States",4.5
Chen Art Gallery (please call to schedule a tour),"1625 Abalone Ave, Torrance, CA 90501, United States",4.7
Destination: Art,"1815 213th St #135, Torrance, CA 90501, United States",5
Hickory Park,"2850 W 232nd St, Torrance, CA 90505, United States",4.6
Victor Park,"4727 Emerald St, Torrance, CA 90503, United States",4.5
Pine Wind Garden,"3330 Civic Center Dr, Torrance, CA 90503, United States",4.7
Osage Park,"17002 Osage Ave, Torrance, CA 90504, United States",3.8
South Coast Botanic Garden,"26300 Crenshaw Blvd, Palos Verdes Estates, CA 90274, United States",4.7
Griffith Park,"Los Angeles, CA 90027, United States",4.7
Liber’s DTLA view,"319 N Myers St, Los Angeles, CA 90033, United States",5
The Broad,"221 S Grand Ave, Los Angeles, CA 90012, United States",4.7
Los Angeles Diamond Railroad Crossing #1,"723 Gibbons St, Los Angeles, CA 90031, United States",0
Bronson Caves,"3200 Canyon Dr, Los Angeles, CA 90068, United States",4.5
Paramount Pictures Studio Tour,"5515 Melrose Ave, Los Angeles, CA 90038, United States",4.5
Salazar Park,"3864 Whittier Blvd, Los Angeles, CA 90023, United States",4.3
Army Veteran Statue House,"2030 N Indiana Ave, Los Angeles, CA 90032, United States",0
Guinness World Records Museum,"6764 Hollywood Blvd, Los Angeles, CA 90028, United States",3.8
El Pino,"500-598 N Indiana St, Los Angeles, CA 90063, United States",4.7
Natural History Museum of Los Angeles County,"900 Exposition Blvd, Los Angeles, CA 90007, United States",4.8
Lincoln Park,"3501 Valley Blvd, Los Angeles, CA 90031, United States",4.3
East Los Luv Mural by Stephanie Mercado,"4655 E 3rd St, East Los Angeles, CA 90022, United States",0
Bradbury Building,"304 S Broadway, Los Angeles, CA 90013, United States",4.5
Los Angeles State Historic Park,"1245 N Spring St, Los Angeles, CA 90012, United States",4.6
Ascot Hills Park Meeting Place,"4371 Multnomah St, Los Angeles, CA 90032, United States",5
"Public Art ""Triforium""","Fletcher Bowron Square, Los Angeles, CA 90012, United States",4
Luna Luna,"1601 E 6th St, Los Angeles, CA 90023, United States",4.3
LA Plaza de Cultura y Artes,"501 N Main St, Los Angeles, CA 90012, United States",4.8
Japanese American National Museum,"100 N Central Ave, Los Angeles, CA 90012, United States",4.7
Monterey Park Historical Museum,"781 S Orange Ave, Monterey Park, CA 91755, United States",4.8
Garvey Ranch Park,"781 S Orange Ave, Monterey Park, CA 91754, United States",4.5
Edison Trails Park,"1600 S Garfield Ave, Monterey Park, CA 91755, United States",4.4
Cascades Park,"700 S Atlantic Blvd, Monterey Park, CA 91754, United States",4.7
丁胖子广场,"116 N Garfield Ave, Monterey Park, CA 91754, United States",4
George E Elder Memorial Park,"1950 Wilcox Ave, Monterey Park, CA 91755, United States",4.5
La Loma Park,"1950 Fulton Ave, Monterey Park, CA 91755, United States",4.5
Vincent Price Art Museum,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754, United States",4.6
Barnes Park,"350 S Mc Pherrin Ave, Monterey Park, CA 91754, United States",4.5
Sequoia Park,"750 Ridgecrest St, Monterey Park, CA 91754, United States",4.6
Sierra Vista Park,"311 N Rural Dr, Monterey Park, CA 91755, United States",4.2
Edison Trails Hike,"1901-1925 Fulton Ave, Monterey Park, CA 91755, United States",4.5
Demonstration Garden,"720 Metro Dr, Monterey Park, CA 91755, United States",4.8
El Monte Historical Museum,"3150 Tyler Ave, El Monte, CA 91731, United States",4.7
Gay's Lion Farm,"El Monte, CA 91732, United States",4.3
美国洛杉矶旅游US Perfect Travel,"4778 Peck Rd, El Monte, CA 91732, United States",0
Lion Statue,"Tyler Avenue & Sally Tanner Drive, El Monte, CA 91731, United States",5
Statue of Liberty Replica,"11333 Valley Blvd, El Monte, CA 91731, United States",4.5
San Gabriel Valley Bike Trail-Romona Road,"12347 Ramona Blvd, El Monte, CA 91732, United States",5
Mountain View Park,"12127 Elliott Ave, El Monte, CA 91732, United States",4.2
Lambert Park,"11431 McGirk Ave, El Monte, CA 91732, United States",4.2
"Public Art ""El Monte Legion Stadium Nocturne""","FastTrak Express Lanes Toll Rd, El Monte, CA 91731, United States",0
Whittier Narrows Recreation Area,"750 S Santa Anita Ave, South El Monte, CA 91733, United States",4.6
Tony Arceo Memorial Park,"3125 Tyler Ave, El Monte, CA 91731, United States",4.4
Whittier Narrows Natural Area,"Rosemead Blvd, South El Monte, CA 91733, United States",4.5
Magic of The Jack o lanterns,"750 Santa Anita Ave, South El Monte, CA 91733, United States",4.1
Whittier Narrows Park,"1600 Rosemead Blvd, South El Monte, CA 91733, United States",4.5
Amaro Helicopters,"4233 Santa Anita Ave #7, El Monte, CA 91731, United States",0
Bosque Del Rio Hondo,"9311 San Gabriel Blvd, South El Monte, CA 91733, United States",4.1
Zamora Park,"3XCQ+XH7, 3820 Penn Mar Ave, El Monte, CA 91732, United States",4
Peck Road Water Conservation Park,"5401 Peck Rd, Arcadia, CA 91006, United States",4.4
Halloween Mural,"13139 Valley Blvd, La Puente, CA 91746, United States",5
Emerald Necklace La Primaria,"San Gabriel River Trail, El Monte, CA 91732, United States",0
The Golden Triangle,"9800 Wilshire Blvd, Beverly Hills, CA 90212, United States",4.7
Beverly Hills Sign,"Beverly Hills, CA 90211, United States",4.6
Bronson Caves,"3200 Canyon Dr, Los Angeles, CA 90068, United States",4.5
View,"7695-7699 Mulholland Dr, Los Angeles, CA 90046, United States",4.7
Kenneth Hahn View Point,"Los Angeles, CA 90008, United States",4.9
Fisherman's Village,"13755 Fiji Way, Marina Del Rey, CA 90292, United States",4.4
Beach Boys Historic Landmark,"3701 W 119th St, Hawthorne, CA 90250, United States",4.4
Universal Studio Tour,"100 Universal City Plaza, Universal City, CA 91608, United States",4.8
Del Rey Lagoon,"6660 Esplanade Place, Playa Del Rey, CA 90293, United States",4.5
Mulholland Scenic Overlook,"8591 Mulholland Dr, Los Angeles, CA 90046, United States",4.7
La Brea Tar Pits and Museum,"5801 Wilshire Blvd, Los Angeles, CA 90036, United States",4.6
Tongva Park,"1615 Ocean Ave, Santa Monica, CA 90401, United States",4.5
"Public Art ""Triforium""","Fletcher Bowron Square, Los Angeles, CA 90012, United States",4
Will Rogers Memorial Park,"800-876 N Canon Dr, Beverly Hills, CA 90210, United States",4.7
Venice Boardwalk,"Beach pavillion in, Los Angeles, CA, United States",4.5
Paramount Pictures Studio Tour,"5515 Melrose Ave, Los Angeles, CA 90038, United States",4.5
Ripley's Believe It or Not!,"6780 Hollywood Blvd, Hollywood, CA 90028, United States",4.2
Natural History Museum of Los Angeles County,"900 Exposition Blvd, Los Angeles, CA 90007, United States",4.8
Burton Chace Park,"13650 Mindanao Way, Marina Del Rey, CA 90292, United States",4.6
Hollywood Walk of Fame,"6901 Hollywood Blvd, Los Angeles, CA 90028, United States",4.2
Fairy Village,"Carson, CA 90747, United States",5
Carriage Crest Park,"23800 S Figueroa St, Carson, CA 90745, United States",4.3
Mills Memorial Park,"1340 E Dimondale Dr, Carson, CA 90746, United States",4.5
Foisia Park,"23410 Catskill Ave, Carson, CA 90745, United States",4.4
Madrona Marsh Preserve and Nature Center,"3201 Plaza del Amo, Torrance, CA 90503, United States",4.6
Mfg,"19200 Main St, Gardena, CA 90248, United States",4.7
“They Wove What they Say” mural by Iris Yirei Hu,"Birch Knoll &, International Ave, Carson, CA 90746, United States",5
Dolphin Park,"21205 Water St, Carson, CA 90745, United States",4.5
International Printing Museum,"315 W Torrance Blvd, Carson, CA 90745, United States",4.8
Battleship USS Iowa Museum,"250 S Harbor Blvd, Los Angeles, CA 90731, United States",4.8
“The Poem” mural by Iris Yirei Hu,"Birch Knoll &, International Ave, Carson, CA 90746, United States",0
Rancho Los Cerritos,"4600 Virginia Rd, Long Beach, CA 90807, United States",4.8
Carson Park,"21411 Orrick Ave, Carson, CA 90745, United States",4.5
LA Waterfront,"600 E 5th St, San Pedro, CA 90731, United States",4.5
Point Fermin Lighthouse,"807 W Paseo Del Mar, San Pedro, CA 90731, United States",4.7
Aquarium of the Pacific,"100 Aquarium Way, Long Beach, CA 90802, United States",4.6
Life-Sized Chess Board,"1100 E Victoria St, Carson, CA 90746, United States",0
Sunken City,"San Pedro, CA 90731, United States",4.7
Western Museum of Flight,"3315 Airport Dr, Torrance, CA 90505, United States",4.7
Dr.Iven sticker,"1153 N Avalon Blvd, Wilmington, CA 90744, United States",0
Three Sisters Viewpoint,"FP3H+9J, Acton, CA 93510, United States",0
Acton Park,"3751 Syracuse Ave, Acton, CA 93510, United States",4.8
Acton Wash Wildlife Sanctuary,"3421 Gillespie Ave, Acton, CA 93510, United States",4.1
MRCA,"8237 Soledad Canyon Rd, Acton, CA 93510, United States",4.8
Animal Tracks,"10234 Escondido Canyon Rd, Agua Dulce, CA 91390, United States",4.9
Vasquez Rocks Natural Area and Nature Center,"10700 Escondido Canyon Rd, Agua Dulce, CA 91390, United States",4.8
Gazebo,"Cypress Park, 7601 Soledad Canyon Rd, Acton, CA 93510, United States",0
Farm Sanctuary,"5200 Escondido Canyon Rd, Acton, CA 93510, United States",4.7
Rancho Los Aceves,"California 91390, United States",0
Virgin Mary of Guadalupe Tree,"14411 Sierra Hwy, Santa Clarita, CA 91390, United States",5
Prime Desert Woodland Preserve,"43201 35th St W, Lancaster, CA 93536, United States",4.7
Thousand Trails Soledad Canyon,"4700 Crown Valley Rd, Acton, CA 93510, United States",3.8
The Roar Foundation/Shambala Preserve,"6867 Soledad Canyon Rd, Acton, CA 93510, United States",4.7
Lake Palmdale Fishing Pier,"HV3F+PQQ, Palmdale, CA 93550, United States",3.8
Ritter Ranch Park,"4010 Elizabeth Lake Rd, Palmdale, CA 93551, United States",4.6
Acton MTB Ride.,"Palmdale, CA 93550, United States",0
Antelope Valley California Poppy Reserve,"15101 Lancaster Rd, Lancaster, CA 93536, United States",4.6
Placerita Canyon Nature Center,"19152 Placerita Canyon Rd, Newhall, CA 91321, United States",4.8
Marie Kerr Park,"39700 30th St W, Palmdale, CA 93551, United States",4.6
Raptor Encounter,"12 Upper and Lower Lot Path, North Hollywood, CA 91602, United States",4.6
Claremont Hills Wilderness Park,"4031 N Mills Ave #1406, Claremont, CA 91711, United States",4.8
California Botanic Garden,"1500 N College Ave, Claremont, CA 91711, United States",4.7
Higginbotham Park,"600 Mt Carmel Dr, Claremont, CA 91711, United States",4.8
Claremont Hills Wilderness Park,"N Mills Ave, Claremont, CA 91711, United States",4.8
Potato Mountain,"Palmer Evey Mtwy, Claremont, CA 91711, United States",4.8
Mt. Baldy Wilderness Preserve,"Angeles National Forest San Gabriel Mountains National Monument, Barrett Stoddard Truck Trail, Claremont, CA 91711, United States",4.8
"Claremont Wilderness Park, 5 Mile Loop Trail","Claremont, CA 91711, United States",4.8
Claremont Packing House,"532 W 1st St, Claremont, CA 91711, United States",4.6
June Vail Park,"&, Grand Ave & Bluefield Dr, Claremont, CA 91711, United States",4.6
Claremont Lewis Museum of Art,"200 W 1st St, Claremont, CA 91711, United States",4.6
Blaisdell Park,"440 S College Ave, Claremont, CA 91711, United States",4.6
Immersive Gamebox - Victoria Gardens,"12443 N Mainstreet, Rancho Cucamonga, CA 91739, United States",5
Memorial Park,"840 N Indian Hill Blvd, Claremont, CA 91711, United States",4.6
El Barrio Park,"400 Claremont Blvd, Claremont, CA 91711, United States",4.3
Phillips Mansion,"2640 Pomona Blvd, Pomona, CA 91768, United States",4.6
The Escape Game Rancho Cucamonga,"12549 N Mainstreet #3820, Rancho Cucamonga, CA 91739, United States",5
Larkin Park,"660 N Mountain Ave, Claremont, CA 91711, United States",4.5
Rosa Torrez Park,"786 W 1st St, Claremont, CA 91711, United States",4.5
Griffith Park,"1800 Woodbend Dr, Claremont, CA 91711, United States",4.4
Kuns Park,"1600 Bonita Ave, La Verne, CA 91750, United States",4.7
Riverfront Park,"5000 Slauson Ave, Maywood, CA 90270, United States",4.4
Bronson Caves,"3200 Canyon Dr, Los Angeles, CA 90068, United States",4.5
Griffith Park,"Los Angeles, CA 90027, United States",4.7
Benito Juárez Park,"5515 Maywood Ave, Maywood, CA 90270, United States",4.4
Natural History Museum of Los Angeles County,"900 Exposition Blvd, Los Angeles, CA 90007, United States",4.8
Santa Monica,"7330 Eastern Ave, Bell Gardens, CA 90201, United States",0
Paramount Pictures Studio Tour,"5515 Melrose Ave, Los Angeles, CA 90038, United States",4.5
Salazar Park,"3864 Whittier Blvd, Los Angeles, CA 90023, United States",4.3
Guinness World Records Museum,"6764 Hollywood Blvd, Los Angeles, CA 90028, United States",3.8
Pixley Park,"3626 E 56th St, Maywood, CA 90270, United States",4.3
Luna Luna,"1601 E 6th St, Los Angeles, CA 90023, United States",4.3
Camp Little Bear Park and Lodge,"6704 Orchard Ave, Bell, CA 90201, United States",4.6
Huntington Park Diamond Railroad Crossing,"Vernon, CA 90058, United States",5
Treder Park,"6250 Pine Ave, Bell, CA 90201, United States",4.6
La Brea Tar Pits and Museum,"5801 Wilshire Blvd, Los Angeles, CA 90036, United States",4.6
Autry Museum of the American West,"Griffith Park, 4700 Western Heritage Way, Los Angeles, CA 90027, United States",4.6
The Broad,"221 S Grand Ave, Los Angeles, CA 90012, United States",4.7
Japanese American National Museum,"100 N Central Ave, Los Angeles, CA 90012, United States",4.7
Maywood Park,"4801 E 58th St, Maywood, CA 90270, United States",4.3
Augustus F. Hawkins Nature Park,"5790 Compton Ave, Los Angeles, CA 90011, United States",4.5
Cascades Park,"700 S Atlantic Blvd, Monterey Park, CA 91754, United States",4.7
Garvey Ranch Park,"781 S Orange Ave, Monterey Park, CA 91754, United States",4.5
丁胖子广场,"116 N Garfield Ave, Monterey Park, CA 91754, United States",4
Monterey Park Historical Museum,"781 S Orange Ave, Monterey Park, CA 91755, United States",4.8
Vincent Price Art Museum,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754, United States",4.6
Pine Tree Park,"2167 Arriba Dr, Monterey Park, CA 91754, United States",4.2
Edison Trails Park,"1600 S Garfield Ave, Monterey Park, CA 91755, United States",4.4
Barnes Park,"350 S Mc Pherrin Ave, Monterey Park, CA 91754, United States",4.5
Sequoia Park,"750 Ridgecrest St, Monterey Park, CA 91754, United States",4.6
Highlands Park,"400 Casuda Canyon Dr, Monterey Park, CA 91754, United States",4.4
George E Elder Memorial Park,"1950 Wilcox Ave, Monterey Park, CA 91755, United States",4.5
Picture place Monterey #2,"1198 Dover Way, Monterey Park, CA 91754, United States",0
Sunnyslopes Park,"1601 Sunnyslope Dr, Monterey Park, CA 91754, United States",4.6
Bronson Caves,"3200 Canyon Dr, Los Angeles, CA 90068, United States",4.5
Paramount Pictures Studio Tour,"5515 Melrose Ave, Los Angeles, CA 90038, United States",4.5
La Loma Park,"1950 Fulton Ave, Monterey Park, CA 91755, United States",4.5
Griffith Park,"Los Angeles, CA 90027, United States",4.7
Bella Vista Park,"400 W Pomona Blvd, Monterey Park, CA 91754, United States",4.1
Sierra Vista Park,"311 N Rural Dr, Monterey Park, CA 91755, United States",4.2
Salazar Park,"3864 Whittier Blvd, Los Angeles, CA 90023, United States",4.3
Northridge sign,"Los Angeles, CA 91324, United States",0
The Museum of the San Fernando Valley,"18904 Nordhoff St, Northridge, CA 91324, United States",4.3
Botanic Garden,"Northridge, CA 91330, United States",4.3
Terninator 2 motorcycle jump,"16533 Superior St, Northridge, CA 91343, United States",0
Orange Grove,"Orange Grove Pond, Los Angeles, CA 91325, United States",4.3
Dearborn Park,"17141 Nordhoff St, Northridge, CA 91325, United States",4.4
E.T. flies filming area,"Tulsa St &, White Oak Ave, Granada Hills, CA 91344, United States",4.5
Big Dog,"North Hills, CA 91343, United States",4.8
Bronson Caves,"3200 Canyon Dr, Los Angeles, CA 90068, United States",4.5
Griffith Park,"Los Angeles, CA 90027, United States",4.7
Terminator Bridge,"9515 Hayvenhurst Ave, North Hills, CA 91343, United States",4
Reseda Stones,"Randal D. Simmons Park, 6731 Wilbur Ave, Reseda, CA 91335, United States",4.2
Matador Square,"Northridge, CA 91325, United States",5
The Golden Triangle,"9800 Wilshire Blvd, Beverly Hills, CA 90212, United States",4.7
